Class Suffix,Contributor,Label,Parent,Definition
CHEBI_50795,,nanostructure,polyatomic entity,A nanometre sized object.
PMD_0000536,,Brinell 2.5 62.5 ISO 6506,brinell hardness,A brinell hardness measured with 2.5mm diameter ball and a load of 62.5 kgf.
CHEBI_60004,,mixture [chebi],chemical substance,"A mixture is a chemical substance composed of multiple molecules, at least two of which are of a different kind."
PMD_0020135,,stimulation target role,test piece role,See 'Stimulus role'
PMD_0020225,,interstitial diffusion,diffusion,diffusion process in which material entities move from interstitial sites to adjacent interstitial sites
PMD_0050130,,thermochromic glass,functional glass,functional glass that changes its optical properties as a function of temperature
PMD_0050003,,ionic bond,bond,"An ionic bond is a bond that occurs when one atom donates an electron to another atom, resulting in oppositely charged ions that attract each other."
PMD_0050065,,tungsten carbide ceramic,carbide ceramic,carbide ceramic with tungsten
PMD_0000772,,hardening by forming,changing properties of material,"A changing properties of material process, that involves altering material properties by mechanical deformation."
PMD_0020196,,recrystallization,process,"process in which a new, defect-free grain structure forms in a material from an existing deformed grain structure."
PMD_0000878,,optical property analyzing process,assay [obi],"An assay that assesses the optical characteristics of materials, such as refractive index, absorption, transmission, reflectivity, and luminescence."
PMD_0000592,,cut function,function,A function performed to separate or divide materials using cutting devices.
PMD_0000556,,chromatography process,structural property analyzing process,A structural property analyzing process that enables the separation and analysis of compounds in a mixture by their distribution between a mobile and a stationary phase.
PMD_0050033,,styrene-butadiene rubber,synthetic rubber,"synthetic rubber and belongs to a family of synthetic random copolymer elastomers of styrene and butadiene, made by emulsion or solution polymerization and typically vulcanized"
PMD_0000056,,melting furnace,heat treatment device,"A melting furnace is a device that bears a melting function, typically designed to raise the temperature of a solid material to initiate and sustain its transformation into a melt."
PMD_0090053,,polychloropren,synthetic rubber,synthetic rubber that belongs to the family of synthetic elastomeric rubbers; synthesised typically through emulsion polymerization of chloroprene
PMD_0010026,,organic composition,composition,"A composition characterized by a primary molecular structure of carbon atoms covalently bonded to hydrogen (C-H bonds), typically forming linear, branched, or networked chains."
CHEBI_23116,,chlorine atom,nonmetal atom,Definition not available
PMD_0000589,,creep testing process,mechanical property analyzing process,"A mechanical property analyzing process that evaluates a material's deformation over time under constant stress and temperature, determining its creep behavior."
OBI_0000245,,organization,material entity,"An entity that can bear roles, has members, and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members."
PMD_0000650,,forming under compressive conditions,forming,"A forming process that involves deforming materials under compressive forces, commonly used in techniques like rolling and die forming where metal is shaped by applying pressure."
CHEBI_18291,,manganese atom,metal atom,Definition not available
CHEBI_30687,,osmium atom,metal atom,Definition not available
PMD_0000910,,rebound hardness,hardness,The rebound hardness is representing a measure of a material's hardness based on the height of rebound of a hammer dropped on the material.
PMD_0000868,,natural organic material,material,material derived from natural biological sources or processes
PMD_0200004,,extrusion,primary shaping from the plastic state,"A primary shaping from the plastic state process in which a plastically deformable material, typically a polymer melt, is continuously forced by pressure through a shaping die to produce an endless strand with constant cross-section, which solidifies by cooling or curing."
CHEBI_49882,,rhenium atom,metal atom,Definition not available
PMD_0000534,,blank role,role,"Role of an object, which is realized in a preparation process"
CHEBI_33374,,samarium atom,lanthanoid atom,Definition not available
IAO_0000311,,publication,document,A document that is the output of a publishing process.
PMD_0050016,,polystyrene,thermoplastic polymer,thermoplastic polymer produced by polymerization of the aromatic hydrocarbon styrene
PMD_0020113,,fluid (object),object,Fluid (object) is an object that consists of some portion of matter which bears an aggregate state that concretizes a liquid or gaseous aggregate state.
IAO_0000005,,objective specification,directive information entity,A directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.
