Class Suffix,Contributor,Label,Parent,Definition
PMD_0000547,,change of aggregate state,phase transformation,a phase transformation (change of phase) involving the collective state of particles in portion of matter
PMD_0050071,,boride ceramic,non-oxide ceramic,non-oxide ceramic consisting of a boron and another element
PMD_0050149,,amorphous metal glass,glass,"glass that is characterized by a disordered, non-crystalline atomic structure, resembling a frozen liquid"
BFO_0000004,,independent continuant,continuant,b is an independent continuant =Def b is a continuant & there is no c such that b specifically depends on c or b generically depends on c
DIGITRUBBER_000598,Alexander Aschemann,hydrocarbylene group [dik],organodiyl group [chebi],
NCIT_C75762,,mass density [ncit],intensive quality,"A measure of the compactness of a substance, expressed as its mass per unit volume."
PMD_0050147,,phosphate-based bioactive glass,bioactive glass,phosphate glass that is bioactive and composed predominantly of phosphate compounds
DIGITRUBBER_000463,Alexander Aschemann,molding zone,extruder zone,A device zone in which polymer material is shaped under pressure and temperature into a mold cavity.
PMD_0020101,,proportion,relational quality,A proportion is a relational quality between two entities (the whole and the part) which quantifies the relation between the whole and its part.
PMD_0050043,,earthenware,natural ceramic,"natural ceramic that is clay-based, formed at relatively low temperatures, resulting in a porous, rustic material"
DIGITRUBBER_000181,Marvin Auf der Landwehr,reinforcing material [hsh],role,"Material that is used to support the structure of rubber-based products (e.g., steel cords). Constitutes an entity subgroup of the raw material entity."
PMD_0010016,,silver metal,precious metal,precious metal consisting primarily of silver
CHEBI_36357,,polyatomic entity,molecular entity,Any molecular entity consisting of more than one atom.
CHMO_0000258,,laser-induced breakdown spectroscopy [chmo],plan specification,A type of atomic emission spectrometry where a high energy laser pulse is used to generate a plasma which acts as the excitation source.
DIGITRUBBER_000143,Marvin Auf der Landwehr,energy consumption [hsh],extensive quality,"The amount of electricity (kw/h) that is consumed by all entities in the system under investigation. Constitutes a factor of the energy cost, storage cost and production cost group."
PMD_0050003,,ionic bond,bond,"An ionic bond is a bond that occurs when one atom donates an electron to another atom, resulting in oppositely charged ions that attract each other."
PMD_0000931,,simulation method specification,plan specification,A plan specification that specifies the method of creating a computational or physical model to replicate the behavior of a material or system under specific conditions.
CHEBI_33368,,roentgenium atom,metal atom,"A copper group element atom with atomic number 111. The the ninth member of the 6d series of transition metals, it is an extremely radioactive, synthetic element. Average mass is around 281."
PMD_0020115,,aerosol,disconnected material entity aggregate,"An aerosol is a disconnected material entity aggregate which:
1. consists of some portion of matter whose aggregate state quality concretizes gaseous and 
2. consists of some portion of matter whose aggregate state quality concretises solid or liquid (TODO: express that this portion is also a disconnected material entity aggregate)"
DIGITRUBBER_000397,Alexander Aschemann,torque unit [dik],measurement unit label,
PMD_0000951,,stochastic simulation,simulation method specification,A simulation method specification that incorporates random variables to model probabilistic systems or processes.
PMD_0025020,,single fatigue testing process,mechanical property analyzing process,Mechanical property analyzing process that is an occurent part of a fatigue testing process (S-N testing process). A single fatigue testing process assesses how many cycles a material can withstand under the given loading.
CHEBI_33385,,thorium,metal atom,
OBI_0002076,"Person: Chris Stoeckert, Jie Zheng",collection of specimens [obi],material entity,A material entity that has two or more specimens as its parts.
PMD_0025002,,chemical composition data item,,"Chemical composition data item is an information content entity that is about composition of a portion of matter. It has members fraction value specifications which specifiy values of propotions of portions of (pure) chemical elements, which are parts of the portion of matter."
PMD_0000882,,phase boundary (realization),realizable entity,A phase boundary is a realizable entity that is realized by the transition between distinct phases.
OBI_0000792,Helen Parkinson,statistical model validation,partitioning data transformation,A data transformation which assesses how the results of a statistical analysis will generalize to an independent data set.
PMD_0020102,,mass proportion,proportion,Mass proportion is a proportion which quantifies the mass of the part relative to the mass of the whole.
DIGITRUBBER_000099,Sebastian Leineweber,outlet surface [ita],surface [dik],The outlet sourface of the extruder gives the extrudate its characteristic geometry.
CHEBI_33364,,platinum,metal atom,
CHEBI_33261,,organosulfur compound,sulfur molecular entity,An organosulfur compound is a compound containing at least one carbon-sulfur bond.
CHEBI_49828,,praseodymium atom,lanthanoid atom,
CHEBI_33344,,niobium atom,metal atom,
PMD_0020090,,portion of uranium,portion of pure chemical element,A 'portion of uranium' is a 'portion of pure chemical element' that 'consists of' only chebi:uranium atom.
PMD_0000778,,mixing,manufacturing process,A material processing with the objective to combine two or more material entities as input into a single material entity as output.
DIGITRUBBER_000339,Alexander Aschemann,safety data sheet [dik],information content entity,
CHEBI_194533,,nihonium atom,metal atom,A boron group element atom with a symbol Nh and atomic number 113.
CHEBI_30452,,tellurium atom,metalloid atom,
OBI_0000387,Frank Gibson,cool function,function,A cool function is a function to decrease the internal kinetic energy of a material below the initial kinetic energy of that type of material.
CHEBI_48901,,thiazoles [chebi],organosulfur heterocyclic compound,An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom.
DIGITRUBBER_1000004,,raw polymer [Arlanxeo],polymer,"Polymer (e.g. BR, SSBR) before being compounded."
PMD_0020071,,portion of aluminium,portion of pure chemical element,A 'portion of aluminium' is a 'portion of pure chemical element' that 'consists of' only chebi:aluminium atom.
